user_id,amount,user_country,device_id,recipient_account,hour_of_day,is_outside_active_hours,is_fraud
user456,1103.53,CA,samsung_galaxy_s21,acct_legit_157,21,1,0
user456,609.56,CA,samsung_galaxy_s21,acct_legit_375,21,1,0
user_risky2,302.86,AU,hacked_device,acct_ransomware,21,1,1
user_highroller,29965.03,AE,hacked_device,acct_fraudster2,21,1,1
user_highroller,29463.75,AE,hacked_device,acct_fraudster2,21,1,1
user_risky2,392.18,AU,hacked_device,acct_moneylaunder,21,1,1
user_risky2,336.98,AU,hacked_device,acct_legit_185,21,1,0
user_highroller,17675.96,AE,windows_pc,acct_legit_207,21,1,0
user456,1519.58,CA,ipad_pro,acct_legit_612,21,1,0
user789,181.2,GB,unknown_device,acct_legit_708,21,0,0
user_highroller,15084.1,AE,iphone_14_pro,acct_legit_326,21,1,0
user_nomad,685.89,FR,google_pixel_7,acct_legit_834,21,1,0
user_risky1,77.18,DE,burner_phone,acct_legit_530,21,1,0
user_nomad,864.75,FR,google_pixel_7,acct_legit_581,21,1,0
user_risky1,146.81,DE,hacked_device,acct_phishing_scam,21,1,1
user_highroller,24534.62,AE,hacked_device,acct_phishing_scam,21,1,1
user123,659.17,US,iphone_12,acct_legit_823,21,1,0
user_nomad,90.47,FR,hacked_device,acct_phishing_scam,21,1,1
user456,1066.41,CA,samsung_galaxy_s21,acct_legit_567,21,1,0
user123,561.81,US,iphone_12,acct_legit_321,21,1,0
user_risky1,142.81,DE,burner_phone,acct_legit_357,21,1,0
user123,646.62,US,hacked_device,acct_darkweb123,21,1,1
user789,255.63,GB,hacked_device,acct_phishing_scam,21,0,1
user789,133.9,GB,unknown_device,acct_legit_711,21,0,0
user_highroller,10924.61,AE,iphone_14_pro,acct_legit_28,21,1,0
user456,726.96,CA,ipad_pro,acct_legit_116,21,1,0
user_highroller,21628.23,AE,windows_pc,acct_legit_699,21,1,0
user_risky2,348.35,AU,hacked_device,acct_phishing_scam,21,1,1
user_highroller,42171.11,AE,iphone_14_pro,acct_legit_878,21,1,0
user123,100.99,US,macbook_pro_2020,acct_legit_546,21,1,0
user_nomad,698.7,FR,google_pixel_7,acct_legit_321,21,1,0
user456,1179.84,CA,ipad_pro,acct_legit_171,21,1,0
user123,510.16,US,iphone_12,acct_legit_702,21,1,0
user_risky2,350.29,AU,hacked_device,acct_legit_925,21,1,0
user_highroller,24188.23,AE,iphone_14_pro,acct_legit_293,21,1,0
user_highroller,31960.69,AE,windows_pc,acct_legit_565,21,1,0
user_nomad,664.59,FR,google_pixel_7,acct_legit_678,21,1,0
user_risky1,163.49,DE,hacked_device,acct_hacker1,21,1,1
user_risky2,392.84,AU,hacked_device,acct_legit_783,21,1,0
user_highroller,24295.83,AE,windows_pc,acct_legit_779,21,1,0
user_nomad,893.49,FR,google_pixel_7,acct_legit_274,21,1,0
user_nomad,1126.48,FR,google_pixel_7,acct_legit_91,21,1,0
user789,170.99,GB,unknown_device,acct_legit_671,21,0,0
user_nomad,876.75,FR,google_pixel_7,acct_legit_271,21,1,0
user123,490.35,US,iphone_12,acct_legit_125,21,1,0
user789,120.48,GB,unknown_device,acct_legit_166,21,0,0
user456,1939.74,CA,hacked_device,acct_darkweb123,21,1,1
user_highroller,33653.24,AE,iphone_14_pro,acct_legit_666,21,1,0
user_risky1,65.58,DE,burner_phone,acct_legit_759,21,1,0
user789,167.29,GB,unknown_device,acct_legit_222,21,0,0
user123,732.23,US,macbook_pro_2020,acct_legit_972,21,1,0
user123,348.18,US,iphone_12,acct_legit_582,21,1,0
user_risky2,184.76,AU,hacked_device,acct_legit_156,21,1,0
user_risky2,104.84,AU,hacked_device,acct_legit_574,21,1,0
user_risky1,139.3,DE,hacked_device,acct_moneylaunder,21,1,1
user456,740.05,CA,samsung_galaxy_s21,acct_legit_295,21,1,0
user456,1757.22,CA,samsung_galaxy_s21,acct_legit_446,21,1,0
user123,643.72,US,iphone_12,acct_legit_597,21,1,0
user_nomad,687.9,FR,google_pixel_7,acct_legit_900,21,1,0
user789,202.61,GB,hacked_device,acct_fraudster2,21,0,1
user789,221.66,GB,unknown_device,acct_legit_144,21,0,0
user123,345.71,US,macbook_pro_2020,acct_legit_508,21,1,0
user456,1672.73,CA,ipad_pro,acct_legit_333,21,1,0
user_risky1,214.45,DE,burner_phone,acct_legit_632,21,1,0
user_risky1,154.92,DE,burner_phone,acct_legit_165,21,1,0
user456,886.94,CA,samsung_galaxy_s21,acct_legit_64,21,1,0
user123,514.6,US,macbook_pro_2020,acct_legit_635,21,1,0
user_risky2,156.21,AU,hacked_device,acct_hacker1,21,1,1
user789,199.04,GB,hacked_device,acct_hacker1,21,0,1
user_risky1,316.54,DE,burner_phone,acct_legit_81,21,1,0
user456,980.03,CA,ipad_pro,acct_legit_664,21,1,0
user456,1106.05,CA,hacked_device,acct_hacker1,21,1,1
user789,144.24,GB,hacked_device,acct_fraudster2,21,0,1
user_risky2,251.76,AU,hacked_device,acct_legit_978,21,1,0
user123,357.59,US,hacked_device,acct_ransomware,21,1,1
user_risky2,246.24,AU,hacked_device,acct_legit_40,21,1,0
user_highroller,31721.13,AE,windows_pc,acct_legit_818,21,1,0
user456,1419.82,CA,samsung_galaxy_s21,acct_legit_984,21,1,0
user456,1721.31,CA,samsung_galaxy_s21,acct_legit_658,21,1,0
user_highroller,26549.92,AE,iphone_14_pro,acct_legit_59,21,1,0
user_risky1,148.16,DE,burner_phone,acct_legit_200,21,1,0
user456,1164.37,CA,hacked_device,acct_fraudster2,21,1,1
user456,978.03,CA,samsung_galaxy_s21,acct_legit_637,21,1,0
user123,674.47,US,iphone_12,acct_legit_23,21,1,0
user_risky2,481.47,AU,hacked_device,acct_hacker1,21,1,1
user_risky2,128.46,AU,hacked_device,acct_legit_783,21,1,0
user_nomad,392.37,FR,google_pixel_7,acct_legit_348,21,1,0
user_highroller,16116.88,AE,hacked_device,acct_moneylaunder,21,1,1
user_risky2,411.33,AU,hacked_device,acct_legit_36,21,1,0
user_risky1,208.08,DE,burner_phone,acct_legit_757,21,1,0
user456,925.22,CA,samsung_galaxy_s21,acct_legit_561,21,1,0
user123,514.16,US,macbook_pro_2020,acct_legit_979,21,1,0
user123,290.45,US,iphone_12,acct_legit_405,21,1,0
user_highroller,22922.96,AE,windows_pc,acct_legit_803,21,1,0
user_risky1,174.18,DE,burner_phone,acct_legit_364,21,1,0
user456,919.02,CA,ipad_pro,acct_legit_982,21,1,0
user_risky1,196.48,DE,hacked_device,acct_moneylaunder,21,1,1
user123,424.41,US,iphone_12,acct_legit_270,21,1,0
user_risky1,201.93,DE,burner_phone,acct_legit_328,21,1,0
user_risky2,630.59,AU,hacked_device,acct_moneylaunder,21,1,1
user_nomad,654.81,FR,google_pixel_7,acct_legit_551,21,1,0
user_risky1,83.6,DE,burner_phone,acct_legit_455,21,1,0
user_highroller,19443.19,AE,hacked_device,acct_phishing_scam,21,1,1
user_risky2,239.01,AU,hacked_device,acct_legit_9,21,1,0
user_risky2,343.6,AU,hacked_device,acct_legit_660,21,1,0
user_risky2,468.25,AU,hacked_device,acct_legit_943,21,1,0
user123,616.87,US,hacked_device,acct_hacker1,21,1,1
user789,287.5,GB,unknown_device,acct_legit_546,21,0,0
user789,239.92,GB,unknown_device,acct_legit_765,21,0,0
user_risky2,233.56,AU,hacked_device,acct_legit_107,21,1,0
user_risky1,135.4,DE,burner_phone,acct_legit_301,21,1,0
user_nomad,1032.09,FR,google_pixel_7,acct_legit_840,21,1,0
user456,629.0,CA,samsung_galaxy_s21,acct_legit_273,21,1,0
user_risky2,298.69,AU,hacked_device,acct_legit_268,21,1,0
user123,613.09,US,iphone_12,acct_legit_699,21,1,0
user_highroller,18176.37,AE,windows_pc,acct_legit_35,21,1,0
user123,477.07,US,macbook_pro_2020,acct_legit_312,21,1,0
user789,120.04,GB,unknown_device,acct_legit_455,21,0,0
user_risky1,93.21,DE,hacked_device,acct_ransomware,21,1,1
user_nomad,1092.39,FR,hacked_device,acct_fraudster2,21,1,1
user123,547.92,US,iphone_12,acct_legit_506,21,1,0
user_highroller,21532.85,AE,windows_pc,acct_legit_896,21,1,0
user_risky1,109.15,DE,burner_phone,acct_legit_445,21,1,0
user456,1317.44,CA,hacked_device,acct_hacker1,21,1,1
user_nomad,624.1,FR,google_pixel_7,acct_legit_392,21,1,0
user123,627.15,US,macbook_pro_2020,acct_legit_25,21,1,0
user123,476.65,US,macbook_pro_2020,acct_legit_826,21,1,0
user456,1376.61,CA,samsung_galaxy_s21,acct_legit_654,21,1,0
user123,894.38,US,hacked_device,acct_phishing_scam,21,1,1
user456,1461.31,CA,hacked_device,acct_ransomware,21,1,1
user456,1170.85,CA,ipad_pro,acct_legit_889,21,1,0
user_highroller,16835.7,AE,windows_pc,acct_legit_555,21,1,0
user123,463.48,US,macbook_pro_2020,acct_legit_612,21,1,0
user_risky2,353.05,AU,hacked_device,acct_legit_483,21,1,0
user_nomad,822.51,FR,google_pixel_7,acct_legit_185,21,1,0
user123,341.79,US,iphone_12,acct_legit_781,21,1,0
user123,519.56,US,macbook_pro_2020,acct_legit_768,21,1,0
user456,1010.39,CA,ipad_pro,acct_legit_929,21,1,0
user456,1490.74,CA,ipad_pro,acct_legit_674,21,1,0
user_risky1,110.17,DE,burner_phone,acct_legit_781,21,1,0
user_nomad,693.3,FR,hacked_device,acct_moneylaunder,21,1,1
user123,563.76,US,macbook_pro_2020,acct_legit_846,21,1,0
user_risky2,284.6,AU,hacked_device,acct_legit_764,21,1,0
user_nomad,922.51,FR,google_pixel_7,acct_legit_756,21,1,0
user_nomad,1148.74,FR,google_pixel_7,acct_legit_671,21,1,0
user_nomad,1026.66,FR,hacked_device,acct_moneylaunder,21,1,1
user_nomad,894.72,FR,google_pixel_7,acct_legit_641,21,1,0
user_risky2,319.75,AU,hacked_device,acct_legit_581,21,1,0
user123,619.86,US,macbook_pro_2020,acct_legit_810,21,1,0
user_risky1,142.32,DE,burner_phone,acct_legit_988,21,1,0
user_nomad,725.59,FR,google_pixel_7,acct_legit_679,21,1,0
user_highroller,23931.81,AE,windows_pc,acct_legit_473,21,1,0
user_risky1,298.96,DE,burner_phone,acct_legit_826,21,1,0
user789,262.57,GB,unknown_device,acct_legit_138,21,0,0
user789,208.09,GB,unknown_device,acct_legit_315,21,0,0
user456,2061.76,CA,ipad_pro,acct_legit_916,21,1,0
user456,1563.48,CA,samsung_galaxy_s21,acct_legit_184,21,1,0
user789,153.14,GB,unknown_device,acct_legit_386,21,0,0
user_highroller,33528.82,AE,iphone_14_pro,acct_legit_306,21,1,0
user_nomad,550.87,FR,hacked_device,acct_hacker1,21,1,1
user456,1454.37,CA,ipad_pro,acct_legit_650,21,1,0
user_highroller,27371.91,AE,iphone_14_pro,acct_legit_19,21,1,0
user_highroller,16655.74,AE,windows_pc,acct_legit_573,21,1,0
user_risky1,164.1,DE,burner_phone,acct_legit_827,21,1,0
user_risky1,170.64,DE,burner_phone,acct_legit_663,21,1,0
user789,203.04,GB,unknown_device,acct_legit_827,21,0,0
user_risky1,163.52,DE,burner_phone,acct_legit_976,21,1,0
user_risky2,228.92,AU,hacked_device,acct_legit_385,21,1,0
user123,636.24,US,hacked_device,acct_moneylaunder,21,1,1
user_risky1,254.35,DE,hacked_device,acct_phishing_scam,21,1,1
user_highroller,28530.26,AE,hacked_device,acct_moneylaunder,21,1,1
user456,1483.24,CA,samsung_galaxy_s21,acct_legit_33,21,1,0
user_risky1,160.3,DE,burner_phone,acct_legit_196,21,1,0
user_risky1,129.53,DE,burner_phone,acct_legit_791,21,1,0
user456,855.07,CA,hacked_device,acct_ransomware,21,1,1
user_risky2,176.91,AU,hacked_device,acct_legit_208,21,1,0
user456,416.61,CA,ipad_pro,acct_legit_865,21,1,0
user456,1070.97,CA,samsung_galaxy_s21,acct_legit_166,21,1,0
user_nomad,1434.58,FR,google_pixel_7,acct_legit_588,21,1,0
user123,619.14,US,macbook_pro_2020,acct_legit_275,21,1,0
user456,1467.63,CA,hacked_device,acct_hacker1,21,1,1
user789,137.48,GB,unknown_device,acct_legit_640,21,0,0
user456,904.13,CA,samsung_galaxy_s21,acct_legit_471,21,1,0
user789,310.63,GB,hacked_device,acct_hacker1,21,0,1
user_risky2,338.26,AU,hacked_device,acct_legit_422,21,1,0
user123,499.12,US,iphone_12,acct_legit_196,21,1,0
user_nomad,561.56,FR,google_pixel_7,acct_legit_876,21,1,0
user789,145.31,GB,unknown_device,acct_legit_523,21,0,0
user_risky2,281.22,AU,hacked_device,acct_hacker1,21,1,1
user123,829.35,US,macbook_pro_2020,acct_legit_321,21,1,0
user789,266.42,GB,unknown_device,acct_legit_482,21,0,0
user456,775.86,CA,ipad_pro,acct_legit_204,21,1,0
user_risky2,482.04,AU,hacked_device,acct_legit_739,21,1,0
user_highroller,23939.41,AE,iphone_14_pro,acct_legit_69,21,1,0
user789,223.5,GB,unknown_device,acct_legit_493,21,0,0
user_highroller,30623.87,AE,iphone_14_pro,acct_legit_450,21,1,0
user123,556.78,US,iphone_12,acct_legit_868,21,1,0
user_nomad,300.03,FR,google_pixel_7,acct_legit_528,21,1,0
user_highroller,16730.32,AE,iphone_14_pro,acct_legit_880,21,1,0
user_nomad,713.71,FR,google_pixel_7,acct_legit_632,21,1,0
user789,142.69,GB,unknown_device,acct_legit_245,21,0,0
user123,797.77,US,macbook_pro_2020,acct_legit_170,21,1,0
user_risky1,207.14,DE,hacked_device,acct_hacker1,21,1,1
user789,203.81,GB,unknown_device,acct_legit_45,21,0,0
user_nomad,427.99,FR,hacked_device,acct_ransomware,21,1,1
user_risky2,164.65,AU,hacked_device,acct_legit_964,21,1,0
user_highroller,25250.2,AE,windows_pc,acct_legit_522,21,1,0
user_risky1,205.82,DE,burner_phone,acct_legit_983,21,1,0
user123,533.43,US,iphone_12,acct_legit_311,21,1,0
user456,2344.65,CA,samsung_galaxy_s21,acct_legit_194,21,1,0
user123,388.36,US,macbook_pro_2020,acct_legit_452,21,1,0
user_risky2,231.58,AU,hacked_device,acct_legit_803,21,1,0
user_highroller,25488.52,AE,hacked_device,acct_ransomware,21,1,1
user_highroller,37488.02,AE,windows_pc,acct_legit_111,21,1,0
user123,547.28,US,macbook_pro_2020,acct_legit_297,21,1,0
user789,268.72,GB,unknown_device,acct_legit_328,21,0,0
user_highroller,26209.32,AE,windows_pc,acct_legit_437,21,1,0
user_nomad,741.19,FR,google_pixel_7,acct_legit_93,21,1,0
user_risky1,213.9,DE,hacked_device,acct_phishing_scam,21,1,1
user_risky1,115.3,DE,burner_phone,acct_legit_651,21,1,0
user123,499.43,US,macbook_pro_2020,acct_legit_152,21,1,0
user_nomad,672.08,FR,google_pixel_7,acct_legit_83,21,1,0
user456,1809.12,CA,samsung_galaxy_s21,acct_legit_527,21,1,0
user789,115.02,GB,unknown_device,acct_legit_161,21,0,0
user456,1568.62,CA,samsung_galaxy_s21,acct_legit_114,21,1,0
user123,477.39,US,hacked_device,acct_hacker1,21,1,1
user123,491.85,US,macbook_pro_2020,acct_legit_23,21,1,0
user123,480.79,US,iphone_12,acct_legit_267,21,1,0
user123,507.91,US,macbook_pro_2020,acct_legit_43,21,1,0
user_nomad,908.76,FR,google_pixel_7,acct_legit_925,21,1,0
user456,1700.25,CA,ipad_pro,acct_legit_899,21,1,0
user456,1415.94,CA,samsung_galaxy_s21,acct_legit_640,21,1,0
user_risky2,358.56,AU,hacked_device,acct_legit_196,21,1,0
user_highroller,31785.61,AE,iphone_14_pro,acct_legit_444,21,1,0
user123,303.1,US,hacked_device,acct_darkweb123,21,1,1
user_risky1,157.96,DE,burner_phone,acct_legit_598,21,1,0
user456,1275.79,CA,samsung_galaxy_s21,acct_legit_429,21,1,0
user123,401.96,US,macbook_pro_2020,acct_legit_889,21,1,0
user_risky2,316.82,AU,hacked_device,acct_fraudster2,21,1,1
user456,1375.76,CA,samsung_galaxy_s21,acct_legit_660,21,1,0
user_risky2,351.65,AU,hacked_device,acct_ransomware,21,1,1
user_risky1,29.55,DE,burner_phone,acct_legit_688,21,1,0
user_risky1,187.56,DE,burner_phone,acct_legit_151,21,1,0
user_risky1,154.84,DE,burner_phone,acct_legit_333,21,1,0
user123,488.95,US,iphone_12,acct_legit_940,21,1,0
user_highroller,30377.44,AE,windows_pc,acct_legit_290,21,1,0
user_nomad,714.88,FR,google_pixel_7,acct_legit_215,21,1,0
user_nomad,141.65,FR,google_pixel_7,acct_legit_709,21,1,0
user_nomad,605.05,FR,google_pixel_7,acct_legit_498,21,1,0
user_nomad,1586.74,FR,google_pixel_7,acct_legit_335,21,1,0
user456,1221.66,CA,samsung_galaxy_s21,acct_legit_116,21,1,0
user123,630.8,US,iphone_12,acct_legit_687,21,1,0
user_risky2,95.09,AU,hacked_device,acct_legit_359,21,1,0
user_risky2,217.97,AU,hacked_device,acct_hacker1,21,1,1
user_nomad,502.8,FR,google_pixel_7,acct_legit_498,21,1,0
user789,213.48,GB,hacked_device,acct_phishing_scam,21,0,1
user123,380.6,US,macbook_pro_2020,acct_legit_40,21,1,0
user_highroller,21347.35,AE,windows_pc,acct_legit_28,21,1,0
user123,472.29,US,macbook_pro_2020,acct_legit_214,21,1,0
user_nomad,874.14,FR,google_pixel_7,acct_legit_900,21,1,0
user_risky2,331.01,AU,hacked_device,acct_legit_778,21,1,0
user_risky1,123.81,DE,burner_phone,acct_legit_683,21,1,0
user456,1169.85,CA,samsung_galaxy_s21,acct_legit_623,21,1,0
user123,283.82,US,macbook_pro_2020,acct_legit_667,21,1,0
user_risky1,201.49,DE,burner_phone,acct_legit_0,21,1,0
user789,213.37,GB,unknown_device,acct_legit_978,21,0,0
user_nomad,789.08,FR,google_pixel_7,acct_legit_507,21,1,0
user_highroller,23190.81,AE,iphone_14_pro,acct_legit_279,21,1,0
user123,476.44,US,macbook_pro_2020,acct_legit_992,21,1,0
user_highroller,24028.1,AE,hacked_device,acct_phishing_scam,21,1,1
user_highroller,28210.51,AE,iphone_14_pro,acct_legit_497,21,1,0
user456,537.17,CA,ipad_pro,acct_legit_747,21,1,0
user_risky1,152.52,DE,hacked_device,acct_phishing_scam,21,1,1
user_risky1,120.2,DE,burner_phone,acct_legit_60,21,1,0
user123,723.51,US,hacked_device,acct_phishing_scam,21,1,1
user_nomad,1281.24,FR,google_pixel_7,acct_legit_909,21,1,0
user_risky2,250.88,AU,hacked_device,acct_legit_469,21,1,0
user_highroller,26163.45,AE,hacked_device,acct_hacker1,21,1,1
user789,153.88,GB,unknown_device,acct_legit_577,21,0,0
user_risky2,502.76,AU,hacked_device,acct_legit_642,21,1,0
user_risky1,139.73,DE,burner_phone,acct_legit_646,21,1,0
user_highroller,48816.93,AE,windows_pc,acct_legit_283,21,1,0
user456,1136.03,CA,hacked_device,acct_ransomware,21,1,1
user_risky1,150.97,DE,burner_phone,acct_legit_701,21,1,0
user_risky1,105.12,DE,hacked_device,acct_ransomware,21,1,1
user789,211.97,GB,unknown_device,acct_legit_341,21,0,0
user_highroller,34182.98,AE,windows_pc,acct_legit_613,21,1,0
user_nomad,884.21,FR,google_pixel_7,acct_legit_546,21,1,0
user_risky2,350.17,AU,hacked_device,acct_hacker1,21,1,1
user_highroller,15901.45,AE,iphone_14_pro,acct_legit_557,21,1,0
user_risky1,243.5,DE,burner_phone,acct_legit_817,21,1,0
user_highroller,23606.78,AE,iphone_14_pro,acct_legit_853,21,1,0
user_risky2,125.13,AU,hacked_device,acct_legit_240,21,1,0
user_highroller,29178.35,AE,windows_pc,acct_legit_754,21,1,0
user_risky1,209.28,DE,burner_phone,acct_legit_955,21,1,0
user_risky2,373.98,AU,hacked_device,acct_ransomware,21,1,1
user_highroller,34291.93,AE,iphone_14_pro,acct_legit_344,21,1,0
user_highroller,24823.83,AE,windows_pc,acct_legit_292,21,1,0
user_nomad,442.28,FR,google_pixel_7,acct_legit_98,21,1,0
user_risky2,323.46,AU,hacked_device,acct_moneylaunder,21,1,1
user_risky2,433.59,AU,hacked_device,acct_legit_828,21,1,0
user123,767.33,US,iphone_12,acct_legit_861,21,1,0
user_highroller,26848.82,AE,iphone_14_pro,acct_legit_424,21,1,0
user789,234.37,GB,unknown_device,acct_legit_783,21,0,0
user456,2006.95,CA,hacked_device,acct_fraudster2,21,1,1
user_risky1,123.58,DE,burner_phone,acct_legit_599,21,1,0
user789,89.54,GB,unknown_device,acct_legit_582,21,0,0
user_nomad,752.39,FR,google_pixel_7,acct_legit_292,21,1,0
user456,1217.27,CA,ipad_pro,acct_legit_235,21,1,0
user456,1115.9,CA,ipad_pro,acct_legit_896,21,1,0
user_nomad,548.9,FR,google_pixel_7,acct_legit_346,21,1,0
user_risky2,257.73,AU,hacked_device,acct_moneylaunder,21,1,1
user_nomad,740.1,FR,google_pixel_7,acct_legit_377,21,1,0
user_highroller,26121.61,AE,iphone_14_pro,acct_legit_59,21,1,0
user_nomad,697.36,FR,google_pixel_7,acct_legit_17,21,1,0
user789,148.93,GB,unknown_device,acct_legit_250,21,0,0
user_nomad,1111.11,FR,google_pixel_7,acct_legit_11,21,1,0
user_risky2,321.39,AU,hacked_device,acct_legit_126,21,1,0
user123,902.37,US,macbook_pro_2020,acct_legit_504,21,1,0
user_risky2,266.15,AU,hacked_device,acct_darkweb123,21,1,1
user_nomad,583.78,FR,hacked_device,acct_ransomware,21,1,1
user789,126.41,GB,hacked_device,acct_darkweb123,21,0,1
user789,296.46,GB,unknown_device,acct_legit_88,21,0,0
user_nomad,1005.02,FR,hacked_device,acct_darkweb123,21,1,1
user123,450.01,US,macbook_pro_2020,acct_legit_320,21,1,0
user_risky2,565.42,AU,hacked_device,acct_fraudster2,21,1,1
user_risky2,360.08,AU,hacked_device,acct_legit_580,21,1,0
user123,679.15,US,macbook_pro_2020,acct_legit_27,21,1,0
user_risky1,133.11,DE,burner_phone,acct_legit_115,21,1,0
user_risky2,139.28,AU,hacked_device,acct_legit_844,21,1,0
user789,226.55,GB,unknown_device,acct_legit_498,21,0,0
user123,221.16,US,macbook_pro_2020,acct_legit_341,21,1,0
user456,1482.98,CA,hacked_device,acct_moneylaunder,21,1,1
user456,1432.66,CA,ipad_pro,acct_legit_351,21,1,0
user_highroller,23340.8,AE,windows_pc,acct_legit_64,21,1,0
user123,106.38,US,macbook_pro_2020,acct_legit_502,21,1,0
user_risky1,138.86,DE,hacked_device,acct_fraudster2,21,1,1
user123,873.81,US,iphone_12,acct_legit_80,21,1,0
user123,544.01,US,iphone_12,acct_legit_59,21,1,0
user_risky1,243.86,DE,burner_phone,acct_legit_48,21,1,0
user_highroller,22554.7,AE,hacked_device,acct_moneylaunder,21,1,1
user_risky2,353.07,AU,hacked_device,acct_legit_158,21,1,0
user_highroller,13927.72,AE,windows_pc,acct_legit_506,21,1,0
user_nomad,647.22,FR,google_pixel_7,acct_legit_538,21,1,0
user789,164.66,GB,unknown_device,acct_legit_380,21,0,0
user789,144.43,GB,unknown_device,acct_legit_181,21,0,0
user456,1457.27,CA,ipad_pro,acct_legit_607,21,1,0
user_risky1,94.88,DE,burner_phone,acct_legit_179,21,1,0
user123,384.18,US,macbook_pro_2020,acct_legit_103,21,1,0
user_nomad,1207.52,FR,google_pixel_7,acct_legit_678,21,1,0
user_risky2,438.48,AU,hacked_device,acct_moneylaunder,21,1,1
user_risky1,70.38,DE,burner_phone,acct_legit_133,21,1,0
user_risky1,116.43,DE,burner_phone,acct_legit_792,21,1,0
user123,495.09,US,iphone_12,acct_legit_156,21,1,0
user789,239.31,GB,hacked_device,acct_hacker1,21,0,1
user456,970.28,CA,ipad_pro,acct_legit_209,21,1,0
user_risky2,198.01,AU,hacked_device,acct_fraudster2,21,1,1
user_highroller,29987.45,AE,iphone_14_pro,acct_legit_980,21,1,0
user456,827.1,CA,ipad_pro,acct_legit_518,21,1,0
user_risky1,261.54,DE,burner_phone,acct_legit_918,21,1,0
user123,288.2,US,iphone_12,acct_legit_439,21,1,0
user_risky2,47.1,AU,hacked_device,acct_legit_273,21,1,0
user123,436.3,US,iphone_12,acct_legit_998,21,1,0
user123,468.23,US,iphone_12,acct_legit_774,21,1,0
user_risky2,578.77,AU,hacked_device,acct_legit_403,21,1,0
user_nomad,1098.54,FR,google_pixel_7,acct_legit_100,21,1,0
user_risky2,323.77,AU,hacked_device,acct_ransomware,21,1,1
user_highroller,15545.23,AE,iphone_14_pro,acct_legit_865,21,1,0
user456,259.64,CA,samsung_galaxy_s21,acct_legit_488,21,1,0
user_highroller,27896.42,AE,iphone_14_pro,acct_legit_881,21,1,0
user789,186.92,GB,unknown_device,acct_legit_594,21,0,0
user456,1151.91,CA,ipad_pro,acct_legit_821,21,1,0
user_nomad,1138.38,FR,google_pixel_7,acct_legit_240,21,1,0
user_highroller,25245.24,AE,hacked_device,acct_ransomware,21,1,1
user_highroller,29188.01,AE,iphone_14_pro,acct_legit_435,21,1,0
user123,338.74,US,iphone_12,acct_legit_660,21,1,0
user123,351.21,US,iphone_12,acct_legit_223,21,1,0
user_risky1,152.68,DE,burner_phone,acct_legit_96,21,1,0
user_highroller,29339.67,AE,hacked_device,acct_darkweb123,21,1,1
user456,2122.3,CA,ipad_pro,acct_legit_180,21,1,0
user_risky2,256.62,AU,hacked_device,acct_legit_417,21,1,0
user456,1649.83,CA,hacked_device,acct_phishing_scam,21,1,1
user_risky2,317.21,AU,hacked_device,acct_fraudster2,21,1,1
user_nomad,932.64,FR,google_pixel_7,acct_legit_219,21,1,0
user_risky1,75.16,DE,burner_phone,acct_legit_399,21,1,0
user_risky2,413.37,AU,hacked_device,acct_legit_664,21,1,0
user_risky1,220.04,DE,burner_phone,acct_legit_298,21,1,0
user789,202.42,GB,unknown_device,acct_legit_573,21,0,0
user_risky1,102.23,DE,burner_phone,acct_legit_514,21,1,0
user123,541.96,US,iphone_12,acct_legit_308,21,1,0
user789,125.78,GB,hacked_device,acct_moneylaunder,21,0,1
user123,363.22,US,hacked_device,acct_moneylaunder,21,1,1
user123,450.8,US,iphone_12,acct_legit_65,21,1,0
user456,297.06,CA,samsung_galaxy_s21,acct_legit_515,21,1,0
user_highroller,36479.48,AE,iphone_14_pro,acct_legit_616,21,1,0
user_risky1,198.35,DE,hacked_device,acct_phishing_scam,21,1,1
user_risky2,138.81,AU,hacked_device,acct_legit_261,21,1,0
user_nomad,672.72,FR,google_pixel_7,acct_legit_918,21,1,0
user_highroller,6909.24,AE,hacked_device,acct_moneylaunder,21,1,1
user_nomad,959.8,FR,google_pixel_7,acct_legit_172,21,1,0
user456,1323.39,CA,hacked_device,acct_hacker1,21,1,1
user789,81.14,GB,unknown_device,acct_legit_87,21,0,0
user456,846.49,CA,samsung_galaxy_s21,acct_legit_303,21,1,0
user456,607.78,CA,ipad_pro,acct_legit_613,21,1,0
user456,951.32,CA,samsung_galaxy_s21,acct_legit_98,21,1,0
user789,311.76,GB,unknown_device,acct_legit_703,21,0,0
user_highroller,19721.32,AE,iphone_14_pro,acct_legit_108,21,1,0
user123,639.49,US,hacked_device,acct_fraudster2,21,1,1
user_nomad,360.88,FR,google_pixel_7,acct_legit_832,21,1,0
user_risky1,176.06,DE,burner_phone,acct_legit_327,21,1,0
user_highroller,36840.96,AE,windows_pc,acct_legit_611,21,1,0
user_nomad,595.45,FR,google_pixel_7,acct_legit_497,21,1,0
user123,683.43,US,macbook_pro_2020,acct_legit_788,21,1,0
user_risky2,340.92,AU,hacked_device,acct_legit_642,21,1,0
user456,846.33,CA,samsung_galaxy_s21,acct_legit_801,21,1,0
user789,154.93,GB,hacked_device,acct_moneylaunder,21,0,1
user789,195.59,GB,unknown_device,acct_legit_148,21,0,0
user_risky1,206.22,DE,burner_phone,acct_legit_394,21,1,0
user_risky1,183.87,DE,burner_phone,acct_legit_188,21,1,0
user_risky2,346.14,AU,hacked_device,acct_legit_986,21,1,0
